date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:42:41	193/193	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:27%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/adv_links/corner_dg_wht_tr.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/adv_links/corner_dg_wht_tr.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:42	194/194	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:25%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/adv_links/corner_dg_wht_br.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/adv_links/corner_dg_wht_br.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:42	192/192	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:26%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/adv_links/corner_ltg_TR.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/adv_links/corner_ltg_TR.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:42	192/192	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:26%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/adv_links/corner_ltg_BR.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/adv_links/corner_ltg_BR.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:42	131/131	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:29%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_lg_TR.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_lg_TR.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:42	131/131	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:27%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_lg_BR.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_lg_BR.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:43	194/194	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:28%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_adv_ltg_tr.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_adv_ltg_tr.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:43	36551/36551	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jun%202014%2000:42:33%20GMT	http://weather.edition.cnn.com/weather/intl/forecast.jsp?locCode=TUXX0014&zipCode=692628837373	C:/My%20Web%20Sites/cnn/weather.edition.cnn.com/weather/intl/forecastd885.html	(from http://weather.edition.cnn.com/weather/intl/forecast.jsp?zipCode=94010&locCode=USCA0140)
09:42:43	194/194	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:29%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_adv_ltg_br.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_adv_ltg_br.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:43	203/203	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:33%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/specials/corner_sp_tr.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/specials/corner_sp_tr.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:44	191/191	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:34%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/specials/corner_sp_br.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/specials/corner_sp_br.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:44	130/130	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:22%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/most_pop/mp_tr.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/most_pop/mp_tr.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:44	130/130	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:20%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/most_pop/mp_br.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/most_pop/mp_br.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:45	310/310	---M--	200	added ('OK')	image/gif	date:Mon,%2028%20May%202007%2011:24:27%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/set_edition/corner_se_tr_bg.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/set_edition/corner_se_tr_bg.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:45	259/259	---M--	200	added ('OK')	image/gif	date:Mon,%2028%20May%202007%2011:24:27%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/set_edition/corner_se_br_bg.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/set_edition/corner_se_br_bg.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:45	230/230	---M--	200	added ('OK')	image/gif	date:Wed,%2012%20Sep%202007%2018:44:42%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/set_edition/corner_se_tr.elex.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/set_edition/corner_se_tr.elex.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:45	173/173	---M--	200	added ('OK')	image/gif	date:Wed,%2012%20Sep%202007%2018:44:41%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/set_edition/corner_se_br.elex.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/set_edition/corner_se_br.elex.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:46	262/262	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:28%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_tv_tr.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_tv_tr.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:46	167/167	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:27%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_tv_br.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_tv_br.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:46	192/192	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:33%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/UGC/ugc_TR_bg.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/UGC/ugc_TR_bg.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:46	194/194	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:33%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/UGC/ugc_BR_bg.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/UGC/ugc_BR_bg.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:47	130/130	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:28:51%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/content/ireport_box/i-report_tr.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/content/ireport_box/i-report_tr.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:47	170/170	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:51%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/nav/footer/corner_footer_tr.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/nav/footer/corner_footer_tr.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:47	171/171	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:51%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/nav/footer/corner_footer_br.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/nav/footer/corner_footer_br.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:47	1179/1179	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:23%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/baseplate/corner_br_ad9.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/baseplate/corner_br_ad9.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:47	115/115	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:24%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/baseplate/corner_bl_ad9.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/baseplate/corner_bl_ad9.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:48	195/195	---M--	200	added ('OK')	image/gif	date:Wed,%2015%20Aug%202007%2019:50:19%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/baseplate/corner_wire_sn_BR_bg.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/baseplate/corner_wire_sn_BR_bg.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:48	68/68	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:30%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/grey_corner_TL.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/grey_corner_TL.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:48	68/68	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:30%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/grey_corner_BL.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/grey_corner_BL.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:48	95/95	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:27%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/adv_links/corner_ltg_TL.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/adv_links/corner_ltg_TL.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:48	95/95	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:26%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/adv_links/corner_ltg_BL.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/adv_links/corner_ltg_BL.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:49	95/95	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:28%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_adv_ltg_tl.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_adv_ltg_tl.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:49	95/95	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:29%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_adv_ltg_bl.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_adv_ltg_bl.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:49	70/70	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:28%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_tv_tl.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_tv_tl.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:50	204/204	---M--	200	added ('OK')	image/gif	date:Thu,%2019%20Jul%202007%2017:28:51%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/content/video_box/live_video_red_tr.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/content/video_box/live_video_red_tr.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:50	94/94	---M--	200	added ('OK')	image/gif	date:Thu,%2019%20Jul%202007%2017:28:51%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/content/video_box/live_video_red_tl.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/content/video_box/live_video_red_tl.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:50	203/203	---M--	200	added ('OK')	image/gif	date:Thu,%2019%20Jul%202007%2017:28:51%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/content/video_box/live_video_red_br.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/content/video_box/live_video_red_br.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:51	95/95	---M--	200	added ('OK')	image/gif	date:Thu,%2019%20Jul%202007%2017:28:51%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/content/video_box/live_video_red_bl.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/content/video_box/live_video_red_bl.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:51	68/68	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:23%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/most_pop/mp_tl.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/most_pop/mp_tl.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:51	68/68	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:20%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/most_pop/mp_bl.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/most_pop/mp_bl.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:52	94/94	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:33%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/specials/corner_sp_tl.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/specials/corner_sp_tl.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:52	68/68	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:34%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/specials/corner_sp_bl.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/specials/corner_sp_bl.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:52	95/95	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:32%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/UGC/ugc_TL.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/UGC/ugc_TL.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:52	95/95	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:32%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/UGC/ugc_BL.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/UGC/ugc_BL.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:53	68/68	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:28:51%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/content/ireport_box/i-report_tl.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/content/ireport_box/i-report_tl.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:53	68/68	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:29%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_lg_TL.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_lg_TL.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:53	68/68	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:28%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_lg_BL.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/mosaic/base_skins/right_rail/corner_lg_BL.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:53	71/71	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:52%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/nav/footer/corner_footer_tl.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/nav/footer/corner_footer_tl.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:53	70/70	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:51%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/nav/footer/corner_footer_bl.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/nav/footer/corner_footer_bl.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:53	139/139	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jun%202007%2018:18:04%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/dropdowns/shdw_center.png	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/dropdowns/shdw_center.png	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:54	239/239	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Sep%202008%2013:50:00%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/dropdowns/shdw_TL.png	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/dropdowns/shdw_TL.png	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:54	205/205	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jun%202007%2018:18:04%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/dropdowns/shdw_TR.png	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/dropdowns/shdw_TR.png	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:54	247/247	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Sep%202008%2013:50:00%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/dropdowns/shdw_BL.png	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/dropdowns/shdw_BL.png	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:54	184/184	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jun%202007%2018:18:04%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/dropdowns/shdw_BR.png	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/dropdowns/shdw_BR.png	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:55	1639/1639	---M--	200	added ('OK')	image/gif	date:Wed,%2023%20Apr%202008%2014:23:53%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/icons/share_sprite.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/icons/share_sprite.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:56	46/46	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:49%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/nav/header/gray_arrow.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/nav/header/gray_arrow.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:56	339/339	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:50%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/nav/header/header_most_popular_btn.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/nav/header/header_most_popular_btn.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:56	100/100	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:48%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/nav/header/ireport_icon.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/nav/header/ireport_icon.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:57	62/62	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:50%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/nav/header/header_rss_btn.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/nav/header/header_rss_btn.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:57	135/135	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Jun%202007%2009:29:50%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/nav/header/header_video_btn.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/nav/header/header_video_btn.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:57	104/104	---M--	200	added ('OK')	image/gif	date:Thu,%2006%20Sep%202007%2018:53:40%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/nav/header/header_mobile_btn.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/nav/header/header_mobile_btn.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:57	559/559	---M--	200	added ('OK')	image/gif	date:Mon,%2005%20Nov%202007%2014:11:02%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/nav/header/header_impact_btn.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/nav/header/header_impact_btn.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:57	137/137	---M--	200	added ('OK')	image/gif	date:Thu,%2027%20Dec%202007%2013:11:12%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/global/nav/header/header_tv_btn.gif	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/global/nav/header/header_tv_btn.gif	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:58	558/558	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Sep%202007%2012:26:34%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/weather/01/01.png	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/weather/01/01.png	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:58	558/558	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Sep%202007%2012:26:34%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/weather/01/02.png	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/weather/01/02.png	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:58	611/611	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Sep%202007%2012:26:34%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/weather/01/03.png	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/weather/01/03.png	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:59	611/611	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Sep%202007%2012:26:34%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/weather/01/04.png	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/weather/01/04.png	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
09:42:59	923/923	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Sep%202007%2012:26:35%20GMT	http://i.cdn.turner.com/cnn/.element/img/2.0/weather/01/05.png	C:/My%20Web%20Sites/cnn/i.cdn.turner.com/cnn/.element/img/2.0/weather/01/05.png	(from http://i.cdn.turner.com/cnn/.element/css/2.0/common.css)
